commodity,report_begin_date,average_price
Raspberries,06/16/2022,34.5
Raspberries,06/16/2022,30.75
Strawberries,06/16/2022,23.5
Strawberries,06/16/2022,12
Strawberries,06/16/2022,16.25
Blackberries,06/16/2022,8
Blackberries,06/16/2022,32
Blueberries,06/16/2022,34.25
Blueberries,06/16/2022,17.25
Blueberries,06/16/2022,25.125
Blueberries,06/16/2022,33.25
Raspberries,06/15/2022,30.75
Raspberries,06/15/2022,34.5
Strawberries,06/15/2022,23.5
Strawberries,06/15/2022,12
Strawberries,06/15/2022,16.25
Blackberries,06/15/2022,8
Blackberries,06/15/2022,24
Blackberries,06/15/2022,32
Blueberries,06/15/2022,25.125
Blueberries,06/15/2022,17.25
Blueberries,06/15/2022,34.25
Blueberries,06/15/2022,33.25
Blackberries,06/14/2022,8
Blackberries,06/14/2022,24
Blackberries,06/14/2022,32
Blueberries,06/14/2022,25.125
Blueberries,06/14/2022,34.25
Blueberries,06/14/2022,17.25
Blueberries,06/14/2022,33.25
Raspberries,06/14/2022,34.5
Raspberries,06/14/2022,30.75
Strawberries,06/14/2022,13
Strawberries,06/14/2022,23.5
Strawberries,06/14/2022,16.25
Raspberries,06/13/2022,30.75
Raspberries,06/13/2022,34.5
Strawberries,06/13/2022,23.5
Strawberries,06/13/2022,13
Strawberries,06/13/2022,16.25
Blackberries,06/13/2022,8
Blackberries,06/13/2022,32
Blackberries,06/13/2022,26
Blueberries,06/13/2022,34
Blueberries,06/13/2022,17.25
Blueberries,06/13/2022,25.125
Blueberries,06/13/2022,33.25
Raspberries,06/10/2022,34.5
Raspberries,06/10/2022,30.75
Strawberries,06/10/2022,13
Strawberries,06/10/2022,23.5
Strawberries,06/10/2022,16.25
Blackberries,06/10/2022,26
Blackberries,06/10/2022,8
Blackberries,06/10/2022,32
Blueberries,06/10/2022,17.25
Blueberries,06/10/2022,25.125
Blueberries,06/10/2022,33.75
Blueberries,06/10/2022,33.25
Raspberries,06/09/2022,30.75
Raspberries,06/09/2022,34.5
Strawberries,06/09/2022,16.25
Strawberries,06/09/2022,23.5
Strawberries,06/09/2022,13
Blackberries,06/09/2022,8
Blackberries,06/09/2022,32
Blackberries,06/09/2022,26
Blueberries,06/09/2022,33.75
Blueberries,06/09/2022,18
Blueberries,06/09/2022,25.125
Blueberries,06/09/2022,33.25
Raspberries,06/08/2022,34.5
Raspberries,06/08/2022,30.75
Strawberries,06/08/2022,23.5
Strawberries,06/08/2022,16.25
Strawberries,06/08/2022,13
Blackberries,06/08/2022,8
Blackberries,06/08/2022,26
Blackberries,06/08/2022,32
Blueberries,06/08/2022,33.75
Blueberries,06/08/2022,18
Blueberries,06/08/2022,25.125
Blueberries,06/08/2022,33.25
Raspberries,06/07/2022,27.5
Raspberries,06/07/2022,31.25
Strawberries,06/07/2022,13
Strawberries,06/07/2022,23.25
Strawberries,06/07/2022,15.25
Strawberries,06/07/2022,20
Strawberries,06/07/2022,20
Blackberries,06/07/2022,32
Blackberries,06/07/2022,28.75
Blackberries,06/07/2022,33.375
Blackberries,06/07/2022,16.5
Blackberries,06/07/2022,26
Blueberries,06/07/2022,18
Blueberries,06/07/2022,29.25
Blueberries,06/07/2022,32.25
Blueberries,06/07/2022,33.25
Blackberries,06/06/2022,33.375
Raspberries,06/06/2022,27.5
Raspberries,06/06/2022,31.25
Strawberries,06/06/2022,15.25
Strawberries,06/06/2022,20
Strawberries,06/06/2022,23.25
Strawberries,06/06/2022,13
Strawberries,06/06/2022,20
Blackberries,06/06/2022,32
Blackberries,06/06/2022,26
Blackberries,06/06/2022,16.5
Blackberries,06/06/2022,28.75
Blueberries,06/06/2022,18
Blueberries,06/06/2022,32.25
Blueberries,06/06/2022,29.25
Blueberries,06/06/2022,33.25
Raspberries,06/03/2022,27.5
Raspberries,06/03/2022,31.25
Strawberries,06/03/2022,15.25
Strawberries,06/03/2022,20
Strawberries,06/03/2022,13
Strawberries,06/03/2022,23.25
Strawberries,06/03/2022,20
Blackberries,06/03/2022,28.75
Blackberries,06/03/2022,33.375
Blackberries,06/03/2022,16.5
Blackberries,06/03/2022,26
Blackberries,06/03/2022,32
Blueberries,06/03/2022,18
Blueberries,06/03/2022,32.25
Blueberries,06/03/2022,29.25
Blueberries,06/03/2022,33.25
Raspberries,06/02/2022,31.25
Raspberries,06/02/2022,27.5
Strawberries,06/02/2022,23.25
Strawberries,06/02/2022,15.25
Strawberries,06/02/2022,13.25
Strawberries,06/02/2022,20
Strawberries,06/02/2022,20
Blackberries,06/02/2022,26
Blackberries,06/02/2022,16.5
Blackberries,06/02/2022,33.375
Blackberries,06/02/2022,32
Blackberries,06/02/2022,28.75
Blueberries,06/02/2022,18
Blueberries,06/02/2022,32.25
Blueberries,06/02/2022,29.25
Blueberries,06/02/2022,33.25
Raspberries,06/01/2022,34.75
Raspberries,06/01/2022,30.75
Strawberries,06/01/2022,13.75
Strawberries,06/01/2022,22.375
Strawberries,06/01/2022,23.5
Strawberries,06/01/2022,20
Strawberries,06/01/2022,20
Strawberries,06/01/2022,20
Blackberries,06/01/2022,33.375
Blackberries,06/01/2022,16.5
Blackberries,06/01/2022,28.75
Blueberries,06/01/2022,26.625
Blueberries,06/01/2022,36.5
Blueberries,06/01/2022,33.25
Raspberries,05/31/2022,34.75
Raspberries,05/31/2022,30.75
Strawberries,05/31/2022,15.5
Strawberries,05/31/2022,27.375
Strawberries,05/31/2022,22.375
Strawberries,05/31/2022,16.25
Strawberries,05/31/2022,20
Strawberries,05/31/2022,20
Blackberries,05/31/2022,28.75
Blackberries,05/31/2022,33.375
Blackberries,05/31/2022,18
Blueberries,05/31/2022,26.625
Blueberries,05/31/2022,36.5
Blueberries,05/31/2022,33.25
Raspberries,05/27/2022,30.75
Raspberries,05/27/2022,34.75
Strawberries,05/27/2022,22.375
Strawberries,05/27/2022,16.25
Strawberries,05/27/2022,27.375
Strawberries,05/27/2022,20
Strawberries,05/27/2022,20
Blackberries,05/27/2022,28.75
Blackberries,05/27/2022,33.375
Blueberries,05/27/2022,36.5
Blueberries,05/27/2022,26.625
Blueberries,05/27/2022,33.25
Raspberries,05/26/2022,34.75
Raspberries,05/26/2022,30.75
Strawberries,05/26/2022,22.375
Strawberries,05/26/2022,28.375
Strawberries,05/26/2022,20
Strawberries,05/26/2022,20
Blackberries,05/26/2022,33.375
Blackberries,05/26/2022,28.75
Blueberries,05/26/2022,36.5
Blueberries,05/26/2022,28
Blueberries,05/26/2022,33.25
Raspberries,05/25/2022,34.75
Raspberries,05/25/2022,30.75
Strawberries,05/25/2022,27.375
Strawberries,05/25/2022,22.375
Strawberries,05/25/2022,20
Strawberries,05/25/2022,20
Blackberries,05/25/2022,33.375
Blackberries,05/25/2022,28.75
Blueberries,05/25/2022,28
Blueberries,05/25/2022,36.5
Blueberries,05/25/2022,33.25
Raspberries,05/24/2022,34.75
Raspberries,05/24/2022,30.75
Strawberries,05/24/2022,13
Strawberries,05/24/2022,27.375
Strawberries,05/24/2022,21.375
Strawberries,05/24/2022,20
Strawberries,05/24/2022,20
Blackberries,05/24/2022,28.75
Blackberries,05/24/2022,33.375
Blueberries,05/24/2022,28
Blueberries,05/24/2022,37.5
Blueberries,05/24/2022,33.25
Raspberries,05/23/2022,30.75
Raspberries,05/23/2022,34.75
Strawberries,05/23/2022,21.125
Strawberries,05/23/2022,27.125
Strawberries,05/23/2022,13
Strawberries,05/23/2022,20
Strawberries,05/23/2022,20
Blackberries,05/23/2022,31.875
Blackberries,05/23/2022,28.75
Blueberries,05/23/2022,28
Blueberries,05/23/2022,39
Blueberries,05/23/2022,34
Raspberries,05/20/2022,30.75
Raspberries,05/20/2022,34.75
Strawberries,05/20/2022,27.125
Strawberries,05/20/2022,20.25
Strawberries,05/20/2022,20
Blackberries,05/20/2022,31.875
Blackberries,05/20/2022,28.75
Blueberries,05/20/2022,28
Blueberries,05/20/2022,39
Blueberries,05/20/2022,34
Raspberries,05/19/2022,30.75
Raspberries,05/19/2022,34.75
Strawberries,05/19/2022,20.25
Strawberries,05/19/2022,27.125
Strawberries,05/19/2022,20
Blackberries,05/19/2022,31.875
Blackberries,05/19/2022,28.75
Blueberries,05/19/2022,28
Blueberries,05/19/2022,39
Blueberries,05/19/2022,34
Raspberries,05/18/2022,34.75
Raspberries,05/18/2022,30.75
Strawberries,05/18/2022,20.25
Strawberries,05/18/2022,27.125
Strawberries,05/18/2022,20
Blackberries,05/18/2022,28.75
Blackberries,05/18/2022,31.875
Blueberries,05/18/2022,28
Blueberries,05/18/2022,39
Blueberries,05/18/2022,34
Raspberries,05/17/2022,30.75
Raspberries,05/17/2022,34.75
Strawberries,05/17/2022,27.125
Strawberries,05/17/2022,20.25
Strawberries,05/17/2022,20
Blackberries,05/17/2022,28.75
Blackberries,05/17/2022,31.875
Blueberries,05/17/2022,28
Blueberries,05/17/2022,39
Blueberries,05/17/2022,34
Raspberries,05/16/2022,30.75
Raspberries,05/16/2022,34.75
Strawberries,05/16/2022,27.125
Strawberries,05/16/2022,20.25
Strawberries,05/16/2022,20
Blackberries,05/16/2022,31.875
Blackberries,05/16/2022,28.75
Blueberries,05/16/2022,28
Blueberries,05/16/2022,39
Blueberries,05/16/2022,34
Blackberries,05/13/2022,32.625
Blackberries,05/13/2022,28.75
Blueberries,05/13/2022,39
Raspberries,05/13/2022,30.75
Raspberries,05/13/2022,34.75
Strawberries,05/13/2022,27.375
Strawberries,05/13/2022,20
Strawberries,05/13/2022,12
Strawberries,05/13/2022,19
Strawberries,05/13/2022,12
Blueberries,05/13/2022,26
Blueberries,05/13/2022,34
Blackberries,05/12/2022,32.625
Blackberries,05/12/2022,28.75
Blueberries,05/12/2022,26
Raspberries,05/12/2022,34.75
Raspberries,05/12/2022,31.75
Strawberries,05/12/2022,20
Strawberries,05/12/2022,12
Strawberries,05/12/2022,27.125
Strawberries,05/12/2022,19
Strawberries,05/12/2022,12
Blueberries,05/12/2022,39
Blueberries,05/12/2022,34
Blackberries,05/11/2022,28.75
Blackberries,05/11/2022,32.625
Raspberries,05/11/2022,34.75
Raspberries,05/11/2022,31.75
Strawberries,05/11/2022,20
Strawberries,05/11/2022,27.125
Strawberries,05/11/2022,12
Strawberries,05/11/2022,12
Strawberries,05/11/2022,19
Blueberries,05/11/2022,32
Blueberries,05/11/2022,26
Blueberries,05/11/2022,29.375
Blueberries,05/11/2022,34
Blackberries,05/10/2022,32.625
Blackberries,05/10/2022,28.75
Raspberries,05/10/2022,31.75
Raspberries,05/10/2022,34.75
Strawberries,05/10/2022,27.125
Strawberries,05/10/2022,20
Strawberries,05/10/2022,12
Strawberries,05/10/2022,20
Blueberries,05/10/2022,26
Blueberries,05/10/2022,29.375
Blueberries,05/10/2022,32
Blueberries,05/10/2022,34
Raspberries,05/09/2022,34.75
Raspberries,05/09/2022,31.75
Strawberries,05/09/2022,20
Strawberries,05/09/2022,27.125
Strawberries,05/09/2022,12
Strawberries,05/09/2022,20
Blackberries,05/09/2022,32.625
Blackberries,05/09/2022,28.75
Blueberries,05/09/2022,26
Blueberries,05/09/2022,32
Blueberries,05/09/2022,29.375
Blueberries,05/09/2022,34
Raspberries,05/06/2022,34.75
Raspberries,05/06/2022,31.75
Strawberries,05/06/2022,27.125
Strawberries,05/06/2022,20
Strawberries,05/06/2022,12
Strawberries,05/06/2022,20
Blackberries,05/06/2022,28.75
Blackberries,05/06/2022,32.625
Blueberries,05/06/2022,32
Blueberries,05/06/2022,29.375
Blueberries,05/06/2022,26
Blueberries,05/06/2022,34
Raspberries,05/05/2022,31.75
Raspberries,05/05/2022,34.875
Strawberries,05/05/2022,12
Strawberries,05/05/2022,27.125
Strawberries,05/05/2022,21.125
Strawberries,05/05/2022,20
Blackberries,05/05/2022,32.625
Blackberries,05/05/2022,28.75
Blueberries,05/05/2022,29.375
Blueberries,05/05/2022,32
Blueberries,05/05/2022,26
Blueberries,05/05/2022,34
Raspberries,05/04/2022,34.875
Raspberries,05/04/2022,31.75
Strawberries,05/04/2022,27.125
Strawberries,05/04/2022,21.125
Strawberries,05/04/2022,12
Strawberries,05/04/2022,20
Blackberries,05/04/2022,32.625
Blackberries,05/04/2022,28.75
Blueberries,05/04/2022,32
Blueberries,05/04/2022,29.375
Blueberries,05/04/2022,26
Blueberries,05/04/2022,34
Raspberries,05/03/2022,34.875
Raspberries,05/03/2022,31.75
Strawberries,05/03/2022,21.25
Strawberries,05/03/2022,12
Strawberries,05/03/2022,27.125
Strawberries,05/03/2022,20
Blackberries,05/03/2022,32.625
Blackberries,05/03/2022,28.75
Blueberries,05/03/2022,32
Blueberries,05/03/2022,29.375
Blueberries,05/03/2022,26
Blueberries,05/03/2022,34
Raspberries,05/02/2022,31.75
Raspberries,05/02/2022,34.875
Strawberries,05/02/2022,23
Strawberries,05/02/2022,31.75
Strawberries,05/02/2022,13.5
Strawberries,05/02/2022,20
Blackberries,05/02/2022,32.5
Blackberries,05/02/2022,28.75
Blueberries,05/02/2022,26
Blueberries,05/02/2022,29.375
Raspberries,04/29/2022,31.75
Raspberries,04/29/2022,34.875
Strawberries,04/29/2022,31.75
Strawberries,04/29/2022,22.75
Strawberries,04/29/2022,13.5
Strawberries,04/29/2022,22
Blackberries,04/29/2022,32.5
Blackberries,04/29/2022,29.25
Blueberries,04/29/2022,29.375
Blueberries,04/29/2022,31.875
Raspberries,04/28/2022,34.875
Raspberries,04/28/2022,31.75
Strawberries,04/28/2022,31.75
Strawberries,04/28/2022,22.75
Strawberries,04/28/2022,24
Blackberries,04/28/2022,32.5
Blackberries,04/28/2022,29.25
Blueberries,04/28/2022,29.375
Blueberries,04/28/2022,31.875
Raspberries,04/27/2022,34.875
Raspberries,04/27/2022,31.75
Strawberries,04/27/2022,31.75
Strawberries,04/27/2022,22.75
Strawberries,04/27/2022,24
Blackberries,04/27/2022,32.5
Blackberries,04/27/2022,29.25
Blueberries,04/27/2022,29.375
Blueberries,04/27/2022,31.875
Raspberries,04/26/2022,34.875
Raspberries,04/26/2022,31.75
Strawberries,04/26/2022,31.75
Strawberries,04/26/2022,22.75
Strawberries,04/26/2022,24
Blackberries,04/26/2022,32.5
Blackberries,04/26/2022,29.25
Blueberries,04/26/2022,31.875
Blueberries,04/26/2022,29.375
Raspberries,04/25/2022,31.75
Raspberries,04/25/2022,34.875
Strawberries,04/25/2022,31.75
Strawberries,04/25/2022,22.75
Strawberries,04/25/2022,24
Blackberries,04/25/2022,32.5
Blackberries,04/25/2022,29.25
Blueberries,04/25/2022,24.875
Blueberries,04/25/2022,29.375
Blueberries,04/25/2022,31.75
Raspberries,04/22/2022,34.875
Raspberries,04/22/2022,31.75
Strawberries,04/22/2022,31.75
Strawberries,04/22/2022,22.75
Strawberries,04/22/2022,24
Blackberries,04/22/2022,29.25
Blackberries,04/22/2022,32.5
Blueberries,04/22/2022,24.875
Blueberries,04/22/2022,#¡DIV/0!
Blueberries,04/22/2022,29.375
Raspberries,04/21/2022,31.75
Raspberries,04/21/2022,34.875
Strawberries,04/21/2022,28
Strawberries,04/21/2022,31.875
Strawberries,04/21/2022,24
Blackberries,04/21/2022,32.5
Blackberries,04/21/2022,29.25
Blueberries,04/21/2022,29.375
Blueberries,04/21/2022,24.875
Raspberries,04/20/2022,34.875
Raspberries,04/20/2022,31.75
Strawberries,04/20/2022,31.875
Strawberries,04/20/2022,28
Strawberries,04/20/2022,24
Blackberries,04/20/2022,29.25
Blackberries,04/20/2022,32.625
Blueberries,04/20/2022,24.875
Blueberries,04/20/2022,29.375
Raspberries,04/19/2022,31.75
Raspberries,04/19/2022,34.875
Strawberries,04/19/2022,28
Strawberries,04/19/2022,31.875
Strawberries,04/19/2022,24
Blackberries,04/19/2022,23.5
Blackberries,04/19/2022,29.25
Blackberries,04/19/2022,33.125
Blueberries,04/19/2022,22.875
Blueberries,04/19/2022,22.5
Blueberries,04/19/2022,29.375
Raspberries,04/18/2022,34.875
Raspberries,04/18/2022,31.75
Strawberries,04/18/2022,34
Strawberries,04/18/2022,28
Strawberries,04/18/2022,17.25
Strawberries,04/18/2022,24
Blackberries,04/18/2022,29.25
Blackberries,04/18/2022,33.125
Blackberries,04/18/2022,23.5
Blueberries,04/18/2022,28.75
Blueberries,04/18/2022,22.875
Blueberries,04/18/2022,22.5
Raspberries,04/15/2022,31.75
Raspberries,04/15/2022,34.125
Strawberries,04/15/2022,17.25
Strawberries,04/15/2022,33
Strawberries,04/15/2022,29.5
Strawberries,04/15/2022,24
Blackberries,04/15/2022,29
Blackberries,04/15/2022,33.125
Blackberries,04/15/2022,23.5
Blueberries,04/15/2022,22.875
Blueberries,04/15/2022,28.5
Blueberries,04/15/2022,22.5
Raspberries,04/14/2022,31.75
Raspberries,04/14/2022,34.125
Strawberries,04/14/2022,29.5
Strawberries,04/14/2022,33
Strawberries,04/14/2022,17.25
Strawberries,04/14/2022,24
Blackberries,04/14/2022,23.5
Blackberries,04/14/2022,29
Blackberries,04/14/2022,33.125
Blueberries,04/14/2022,28.5
Blueberries,04/14/2022,22.5
Blueberries,04/14/2022,22.875
Raspberries,04/13/2022,34.125
Raspberries,04/13/2022,31.75
Strawberries,04/13/2022,33
Strawberries,04/13/2022,29.5
Strawberries,04/13/2022,17.25
Strawberries,04/13/2022,24
Blackberries,04/13/2022,23.5
Blackberries,04/13/2022,33.125
Blackberries,04/13/2022,29
Blueberries,04/13/2022,22.5
Blueberries,04/13/2022,28.5
Blueberries,04/13/2022,22.875
Raspberries,04/12/2022,31.75
Raspberries,04/12/2022,34.125
Strawberries,04/12/2022,33
Strawberries,04/12/2022,17.25
Strawberries,04/12/2022,29.5
Strawberries,04/12/2022,24
Blackberries,04/12/2022,29
Blackberries,04/12/2022,33.125
Blackberries,04/12/2022,23.5
Blueberries,04/12/2022,22.5
Blueberries,04/12/2022,22.875
Blueberries,04/12/2022,16.75
Raspberries,04/11/2022,31.75
Raspberries,04/11/2022,34.125
Strawberries,04/11/2022,29.5
Strawberries,04/11/2022,17.25
Strawberries,04/11/2022,33
Strawberries,04/11/2022,24
Blackberries,04/11/2022,23.5
Blackberries,04/11/2022,29
Blackberries,04/11/2022,33.125
Blueberries,04/11/2022,22.875
Blueberries,04/11/2022,16.75
Blueberries,04/11/2022,22.5
Raspberries,04/08/2022,31.75
Raspberries,04/08/2022,34.125
Strawberries,04/08/2022,29.5
Strawberries,04/08/2022,27.25
Strawberries,04/08/2022,17.25
Strawberries,04/08/2022,24
Blackberries,04/08/2022,23.5
Blackberries,04/08/2022,33.125
Blackberries,04/08/2022,29
Blueberries,04/08/2022,22.875
Blueberries,04/08/2022,22.5
Blueberries,04/08/2022,16.75
Raspberries,04/07/2022,31.75
Raspberries,04/07/2022,34.125
Strawberries,04/07/2022,27.25
Strawberries,04/07/2022,28.75
Strawberries,04/07/2022,17.25
Strawberries,04/07/2022,24
Blackberries,04/07/2022,29
Blackberries,04/07/2022,33.125
Blackberries,04/07/2022,23.5
Blueberries,04/07/2022,22.5
Blueberries,04/07/2022,22.875
Blueberries,04/07/2022,16.75
Raspberries,04/06/2022,31.75
Raspberries,04/06/2022,34.125
Strawberries,04/06/2022,27.75
Strawberries,04/06/2022,17.25
Strawberries,04/06/2022,27.25
Strawberries,04/06/2022,24
Blackberries,04/06/2022,29
Blackberries,04/06/2022,23.5
Blackberries,04/06/2022,33.125
Blueberries,04/06/2022,22.875
Blueberries,04/06/2022,16.75
Blueberries,04/06/2022,22.5
Raspberries,04/05/2022,34.125
Raspberries,04/05/2022,31.75
Strawberries,04/05/2022,27.75
Strawberries,04/05/2022,27.25
Strawberries,04/05/2022,17.25
Strawberries,04/05/2022,24
Blackberries,04/05/2022,33.125
Blackberries,04/05/2022,23.5
Blackberries,04/05/2022,29
Blueberries,04/05/2022,22.875
Blueberries,04/05/2022,16.75
Blueberries,04/05/2022,22.5
Raspberries,04/04/2022,31.75
Raspberries,04/04/2022,34.125
Strawberries,04/04/2022,15.5
Strawberries,04/04/2022,27.75
Strawberries,04/04/2022,27.25
Strawberries,04/04/2022,26
Blackberries,04/04/2022,23.5
Blackberries,04/04/2022,33.125
Blackberries,04/04/2022,28.5
Blueberries,04/04/2022,22.5
Blueberries,04/04/2022,22.875
Blueberries,04/04/2022,16.75
Raspberries,04/01/2022,30
Raspberries,04/01/2022,34.125
Strawberries,04/01/2022,27.25
Strawberries,04/01/2022,27.75
Strawberries,04/01/2022,15.5
Blackberries,04/01/2022,23.5
Blackberries,04/01/2022,28.5
Blackberries,04/01/2022,33.75
Blueberries,04/01/2022,22.875
Blueberries,04/01/2022,22.5
Blueberries,04/01/2022,16.75
Raspberries,03/31/2022,30
Raspberries,03/31/2022,34.125
Strawberries,03/31/2022,27.25
Strawberries,03/31/2022,27.75
Strawberries,03/31/2022,15.5
Blackberries,03/31/2022,33.75
Blackberries,03/31/2022,15
Blackberries,03/31/2022,23.5
Blueberries,03/31/2022,16.75
Blueberries,03/31/2022,22.875
Blueberries,03/31/2022,22.5
Raspberries,03/30/2022,30
Raspberries,03/30/2022,34.125
Strawberries,03/30/2022,27.75
Strawberries,03/30/2022,27.25
Strawberries,03/30/2022,15.5
Blackberries,03/30/2022,22
Blackberries,03/30/2022,15
Blackberries,03/30/2022,33.75
Blueberries,03/30/2022,16
Blueberries,03/30/2022,13.5
Blueberries,03/30/2022,22.875
Blueberries,03/30/2022,16.75
Blueberries,03/30/2022,22
Raspberries,03/29/2022,34.125
Raspberries,03/29/2022,30
Strawberries,03/29/2022,27.25
Strawberries,03/29/2022,15.5
Strawberries,03/29/2022,27.75
Blackberries,03/29/2022,22
Blackberries,03/29/2022,15
Blackberries,03/29/2022,33.75
Blueberries,03/29/2022,13.5
Blueberries,03/29/2022,16
Blueberries,03/29/2022,22
Blueberries,03/29/2022,16.75
Blueberries,03/29/2022,22.875
Raspberries,03/28/2022,34.125
Raspberries,03/28/2022,30
Strawberries,03/28/2022,27.75
Strawberries,03/28/2022,27.25
Strawberries,03/28/2022,15.5
Blackberries,03/28/2022,14.375
Blackberries,03/28/2022,33.75
Blackberries,03/28/2022,22
Blueberries,03/28/2022,16
Blueberries,03/28/2022,13.5
Blueberries,03/28/2022,22.875
Blueberries,03/28/2022,16.75
Blueberries,03/28/2022,22
Raspberries,03/25/2022,34.125
Raspberries,03/25/2022,30
Strawberries,03/25/2022,27.75
Strawberries,03/25/2022,17.5
Strawberries,03/25/2022,12.25
Blackberries,03/25/2022,14.375
Blackberries,03/25/2022,22
Blackberries,03/25/2022,33.75
Blueberries,03/25/2022,16
Blueberries,03/25/2022,13.5
Blueberries,03/25/2022,22.875
Blueberries,03/25/2022,22
Blueberries,03/25/2022,16.75
Raspberries,03/24/2022,30
Raspberries,03/24/2022,34.125
Strawberries,03/24/2022,8.5
Strawberries,03/24/2022,27.75
Strawberries,03/24/2022,12.25
Blackberries,03/24/2022,14.375
Blackberries,03/24/2022,33.75
Blackberries,03/24/2022,22
Blueberries,03/24/2022,13.5
Blueberries,03/24/2022,16
Blueberries,03/24/2022,16.75
Blueberries,03/24/2022,22
Blueberries,03/24/2022,22.875
Raspberries,03/23/2022,34.125
Raspberries,03/23/2022,30
Strawberries,03/23/2022,8.5
Strawberries,03/23/2022,27.75
Strawberries,03/23/2022,12.25
Blackberries,03/23/2022,22
Blackberries,03/23/2022,33.75
Blackberries,03/23/2022,14.375
Blueberries,03/23/2022,16
Blueberries,03/23/2022,13.5
Blueberries,03/23/2022,22.875
Blueberries,03/23/2022,22
Blueberries,03/23/2022,16.75
Raspberries,03/22/2022,30
Raspberries,03/22/2022,34.125
Strawberries,03/22/2022,8.5
Strawberries,03/22/2022,27.75
Strawberries,03/22/2022,12.25
Blackberries,03/22/2022,22
Blackberries,03/22/2022,33.75
Blackberries,03/22/2022,14.375
Blueberries,03/22/2022,16
Blueberries,03/22/2022,13.5
Blueberries,03/22/2022,22
Blueberries,03/22/2022,16.75
Blueberries,03/22/2022,22.875
Raspberries,03/21/2022,30
Raspberries,03/21/2022,34.125
Strawberries,03/21/2022,28.25
Strawberries,03/21/2022,8.5
Strawberries,03/21/2022,11.5
Blackberries,03/21/2022,14.375
Blackberries,03/21/2022,33.75
Blueberries,03/21/2022,13.5
Blueberries,03/21/2022,16
Blueberries,03/21/2022,17
Blueberries,03/21/2022,23.375
Raspberries,03/18/2022,34.5
Raspberries,03/18/2022,30
Strawberries,03/18/2022,22
Strawberries,03/18/2022,15
Strawberries,03/18/2022,11.75
Blackberries,03/18/2022,14.375
Blueberries,03/18/2022,13.5
Blueberries,03/18/2022,16
Blueberries,03/18/2022,17
Blueberries,03/18/2022,24.75
Raspberries,03/17/2022,34.5
Raspberries,03/17/2022,30
Strawberries,03/17/2022,11.75
Strawberries,03/17/2022,22
Strawberries,03/17/2022,15
Blackberries,03/17/2022,14.375
Blueberries,03/17/2022,13.5
Blueberries,03/17/2022,16
Blueberries,03/17/2022,24.75
Blueberries,03/17/2022,17
Raspberries,03/16/2022,34.5
Raspberries,03/16/2022,30
Strawberries,03/16/2022,15
Strawberries,03/16/2022,22
Strawberries,03/16/2022,11.75
Blackberries,03/16/2022,14.375
Blueberries,03/16/2022,16
Blueberries,03/16/2022,13.5
Blueberries,03/16/2022,17
Raspberries,03/15/2022,34.5
Raspberries,03/15/2022,30
Strawberries,03/15/2022,11.75
Strawberries,03/15/2022,22
Strawberries,03/15/2022,15
Blackberries,03/15/2022,14.375
Blueberries,03/15/2022,16
Blueberries,03/15/2022,13.5
Raspberries,03/14/2022,34.5
Raspberries,03/14/2022,30.5
Strawberries,03/14/2022,11.75
Strawberries,03/14/2022,15
Strawberries,03/14/2022,19.5
Blackberries,03/14/2022,14.375
Blueberries,03/14/2022,15.5
Blueberries,03/14/2022,12
Raspberries,03/11/2022,34.5
Raspberries,03/11/2022,30.5
Strawberries,03/11/2022,15
Strawberries,03/11/2022,19.5
Strawberries,03/11/2022,11.75
Blackberries,03/11/2022,14.375
Blueberries,03/11/2022,12
Blueberries,03/11/2022,15.5
Raspberries,03/10/2022,30.5
Raspberries,03/10/2022,12
Strawberries,03/10/2022,19.5
Strawberries,03/10/2022,12.5
Strawberries,03/10/2022,15
Blueberries,03/10/2022,12
Blueberries,03/10/2022,16
Blueberries,03/10/2022,27.75
Raspberries,03/09/2022,30
Raspberries,03/09/2022,12
Strawberries,03/09/2022,12.5
Strawberries,03/09/2022,15
Blueberries,03/09/2022,12
Blueberries,03/09/2022,16
Blueberries,03/09/2022,27.75
Raspberries,03/08/2022,30
Raspberries,03/08/2022,12
Strawberries,03/08/2022,30.5
Strawberries,03/08/2022,13.25
Strawberries,03/08/2022,17.5
Blackberries,03/08/2022,15.75
Blackberries,03/08/2022,24.125
Blueberries,03/08/2022,16
Blueberries,03/08/2022,12
Blueberries,03/08/2022,27.75
Raspberries,03/07/2022,30
Strawberries,03/07/2022,30.5
Strawberries,03/07/2022,17.5
Strawberries,03/07/2022,13.25
Blackberries,03/07/2022,15.75
Blackberries,03/07/2022,24.125
Blueberries,03/07/2022,16
Blueberries,03/07/2022,12
Blueberries,03/07/2022,27.75
Raspberries,03/04/2022,30
Strawberries,03/04/2022,13.25
Strawberries,03/04/2022,30.5
Strawberries,03/04/2022,17.5
Blackberries,03/04/2022,15.75
Blackberries,03/04/2022,24.125
Blueberries,03/04/2022,16
Blueberries,03/04/2022,12
Blueberries,03/04/2022,27.75
Raspberries,03/03/2022,30
Strawberries,03/03/2022,18.5
Strawberries,03/03/2022,13.25
Strawberries,03/03/2022,30.5
Blackberries,03/03/2022,24.125
Blackberries,03/03/2022,15.75
Blueberries,03/03/2022,12
Blueberries,03/03/2022,16
Blueberries,03/03/2022,27.75
Raspberries,03/02/2022,30.625
Strawberries,03/02/2022,30.5
Strawberries,03/02/2022,24.5
Strawberries,03/02/2022,15.375
Blackberries,03/02/2022,28.75
